idx,l2n,TRUE,truemax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,dmax,lon,lat,max_absdz,event_type,Mag,SR
84,0.005222012,647,0.3100520968437195,PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Var-M774_E01585N3824_S000,E01517N3917E01678N3772-PS-Str_PNo_Var-M774_E01585N3824_S000,0.13,63,26.7,6.764739074625674e-06,0.001,0.001,0.31,15.85,38.24,0.001,1,7.74,CL
85,0.5094567611048587,24189,7.492557525634766,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02344N3478_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02344N3478_S002,1.02,21,26.7,7.050509988604217e-09,0.007,0.007,7.493,23.44,34.78,0.007,1,8.8,HL
86,0.134095086,8417,2.888287067,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01768N3805_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01768N3805_S000,0.52,15,9.2,2.6917608888761043e-08,0.01,0.008,2.888,17.68,38.05,0.01,1,8.37,CL
87,0.070092,3081,2.261139392852783,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02214N3447_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02214N3447_S000,0.26,19,8,1.4448814982887325e-07,0.001,0.001,2.261,22.14,34.47,0.001,1,8.24,HL
88,0.3331037018771831,14880,5.377248287200928,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02118N3568_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02118N3568_S001,1.16,17,7.7,2.6439508524469453e-08,0.002,0.002,5.377,21.18,35.68,0.002,1,8.61,HL
89,0.1913888112078964,11002,3.4112918376922607,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01828N3798_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01828N3798_S000,0.91,22,8.6,2.576057988015948e-08,0.005,0.004,3.411,18.28,37.98,0.005,1,8.37,CL
90,0.2145256986532394,12595,1.8850438594818115,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02467N3448_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02467N3448_S005,0.53,15,26.7,7.071917583510934e-09,0.005,0.005,1.885,24.67,34.48,0.005,1,8.8,HL
91,0.1694931690520859,9485,1.6332699060440063,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02461N3461_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02461N3461_S002,0.37,14,26.7,2.0628221200229584e-08,0.004,0.004,1.633,24.61,34.61,0.004,1,8.71,HL
92,0.5375769477923166,31841,5.981270790100098,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01700N3744_S004,E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01700N3744_S004,1.86,10,8,2.650358090018604e-09,0.043,0.039,5.981,17,37.44,0.043,1,8.61,CL
93,0.4160841795873711,28800,5.104076862335205,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02359N3451_S003,E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02359N3451_S003,0.92,16,26.7,2.7870144965899632e-08,0.007,0.007,5.104,23.59,34.51,0.007,1,8.88,HL
94,0.2352864471558151,13679,3.101913928985596,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02441N3439_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02441N3439_S005,0.94,13,7.7,2.7839980082952636e-08,0.007,0.007,3.102,24.41,34.39,0.007,1,8.88,HL
95,0.5597253757222198,33448,6.9061665534973145,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02311N3485_S002,E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02311N3485_S002,1.46,10,26.7,2.822388452898345e-08,0.008,0.007,6.906,23.11,34.85,0.008,1,8.88,HL
96,0.6157896043202994,26769,8.332885742,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02171N3606_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02171N3606_S003,1.69,18,7.7,7.154735753028353e-09,0.004,0.004,8.333,21.71,36.06,0.004,1,8.8,HL
97,0.021001531,1150,1.1928856372833252,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01749N3728_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01749N3728_S000,0.19,15,9.2,2.811563299694316e-07,0.001,0.001,1.193,17.49,37.28,0.001,1,7.32,CL
98,0.00419848,536,0.2768290340900421,PS_manning003/E02643N3661E02922N3454-PS-Str_PYes_Hom-M837_E02679N3489_S000,E02643N3661E02922N3454-PS-Str_PYes_Hom-M837_E02679N3489_S000,0.07,14,60,1.0594313563899993e-05,0.001,0.001,0.277,26.79,34.89,0.001,1,8.37,HL
99,0.6111346517212655,37443,7.028240681,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02294N3487_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02294N3487_S004,1.2,14,26.7,3.2954785401790794e-08,0.013,0.013,7.028,22.94,34.87,0.013,1,9.02,HL
100,0.4649524416203355,24210,6.665073871612549,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02226N3500_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02226N3500_S004,1.29,13,26.7,6.759886832571417e-09,0.005,0.005,6.665,22.26,35,0.005,1,8.8,HL
101,0.3018694859685451,14288,5.5391058921813965,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3603_S003,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3603_S003,1.19,17,9.6,2.9552074814572344e-08,0.002,0.002,5.539,21.52,36.03,0.002,1,8.61,HL
102,0.086705139,3945,2.655003070831299,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02076N3673_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02076N3673_S000,0.59,13,8.3,1.989719894536969e-07,0.001,0.001,2.655,20.76,36.73,0.001,1,8.5,HL
103,0.022723339,1551,0.7403575778007507,PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M824_E02182N3695_S000,E02020N3739E02658N3366-PS-Str_PNo_Hom-M824_E02182N3695_S000,0.24,16,80,3.26128920948446e-06,0.001,0.001,0.74,21.82,36.95,0.001,1,8.24,HL
104,0.1982362108425172,9898,5.278501987457275,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02109N3622_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02109N3622_S005,0.79,20,8.9,2.9400056317765373e-08,0.002,0.002,5.279,21.09,36.22,0.002,1,8.61,HL
105,0.2540839413091162,12500,4.437755584716797,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02152N3603_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02152N3603_S004,0.79,18,9.6,2.9552074814572344e-08,0.002,0.002,4.438,21.52,36.03,0.002,1,8.61,HL
106,0.4170977408751178,25481,6.710850238800049,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02370N3485_S003,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02370N3485_S003,0.91,21,26.7,3.277124368877689e-09,0.005,0.005,6.711,23.7,34.85,0.005,1,8.8,HL
107,0.8278761300286214,36501,9.776391029,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02164N3590_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02164N3590_S004,2.47,25,7.7,1.3432334880588877e-08,0.007,0.007,9.776,21.64,35.9,0.007,1,8.88,HL
108,0.055587958,4643,0.9824506640434264,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M850_E02422N3500_S000,E02113N3823E02873N3483-PS-Str_PYes_Var-M850_E02422N3500_S000,0.24,19,26.7,2.339413223209335e-05,0.002,0.002,0.982,24.22,35,0.002,1,8.5,HL
109,0.2219840031740525,10864,4.0699381828308105,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02134N3641_S005,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02134N3641_S005,0.9,26,7.7,2.0645934799636362e-08,0.002,0.002,4.07,21.34,36.41,0.002,1,8.71,HL
110,0.2420752965915151,13625,4.525761127471924,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02156N3661_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02156N3661_S005,1.13,21,80,3.4157407195992582e-09,0.005,0.004,4.526,21.56,36.61,0.005,1,8.8,HL
111,0.047910773,2307,1.802988648414612,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01774N3873_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01774N3873_S000,0.34,15,8.3,3.2215870427887377e-07,0.001,0.001,1.803,17.74,38.73,0.001,1,7.32,CL
112,0.054906074,2592,1.806040406227112,PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01796N3749_S000,E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01796N3749_S000,0.4,24,8,2.370889535623831e-07,0.002,0.001,1.806,17.96,37.49,0.002,1,7.92,CL
113,0.3276806729229164,15237,5.101318359,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02121N3611_S003,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02121N3611_S003,1.14,24,7.7,1.9673021011441533e-08,0.002,0.002,5.101,21.21,36.11,0.002,1,8.71,HL
114,0.012513786,1127,0.4733249545097351,PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02280N3610_S000,E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02280N3610_S000,0.14,14,26.7,1.0518799382507193e-05,0.001,0.001,0.473,22.8,36.1,0.001,1,7.92,HL
115,0.2498624316446115,15616,2.047971725463867,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02434N3452_S001,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02434N3452_S001,0.43,21,26.7,2.0321780289111573e-08,0.004,0.004,2.048,24.34,34.52,0.004,1,8.71,HL
116,0.2291233174173186,13410,1.9777814149856567,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02498N3423_S003,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02498N3423_S003,0.59,13,26.7,7.042432515949088e-09,0.005,0.005,1.978,24.98,34.23,0.005,1,8.8,HL
117,0.6004075218673938,27664,8.123836517333984,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02184N3638_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02184N3638_S004,1.78,18,7.7,2.1106870143136617e-08,0.004,0.002,8.124,21.84,36.38,0.004,1,8.71,HL
118,0.2752600885639695,18577,2.240236520767212,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02515N3431_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02515N3431_S001,0.6,15,26.7,7.063590725773581e-09,0.005,0.005,2.24,25.15,34.31,0.005,1,8.8,HL
119,0.236322357,13794,2.2381956577301025,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02344N3564_S003,E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02344N3564_S003,0.81,15,26.7,5.720262571294793e-08,0.002,0.001,2.238,23.44,35.64,0.002,1,8.71,HL
120,0.3112739751085129,14603,5.099499225616455,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02171N3606_S002,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02171N3606_S002,0.95,20,7.7,7.154735753028353e-09,0.005,0.005,5.099,21.71,36.06,0.005,1,8.8,HL
121,0.6638031156399408,29924,8.458008766174316,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02337N3493_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02337N3493_S004,1.9,15,7.7,2.8359769654403444e-08,0.007,0.007,8.458,23.37,34.93,0.007,1,8.88,HL
122,0.3816551689829748,23006,5.360428333282471,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02335N3468_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02335N3468_S004,0.92,14,26.7,7.0642469311352575e-09,0.005,0.005,5.36,23.35,34.68,0.005,1,8.8,HL
123,0.031060863,1938,1.0959824323654177,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M850_E02465N3496_S000,E02113N3823E02873N3483-PS-Mur_PNo_Hom-M850_E02465N3496_S000,0.25,14,7.7,1.4548238988016202e-06,0.002,0.002,1.096,24.65,34.96,0.002,1,8.5,HL
124,0.3049992370570382,14571,5.666251182556152,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02288N3555_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02288N3555_S004,1.04,14,7.7,1.7476346030499246e-08,0.002,0.002,5.666,22.88,35.55,0.002,1,8.61,HL
125,0.3301277264945805,22859,3.5145304203033447,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02534N3432_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02534N3432_S002,0.72,13,26.7,5.691750407234183e-09,0.01,0.01,3.515,25.34,34.32,0.01,1,8.95,HL
126,0.2711481144487654,14035,5.014425277709961,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02095N3592_S003,E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02095N3592_S003,1.18,21,12.6,1.2098158597872113e-07,0.002,0.002,5.014,20.95,35.92,0.002,1,8.71,HL
127,0.090340422,3519,3.198223591,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02014N3634_S000,E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02014N3634_S000,0.51,20,7.7,2.3182039662779893e-07,0.001,0.001,3.198,20.14,36.34,0.001,1,7.74,HL
128,0.028697947,1653,1.036054015159607,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02023N3703_S000,E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02023N3703_S000,0.21,13,8.6,2.8477039138060056e-06,0.001,0.001,1.036,20.23,37.03,0.001,1,8.09,HL
129,0.1800472726642181,9097,3.934417963027954,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02120N3675_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02120N3675_S005,0.89,21,12.6,2.1203563935897472e-08,0.002,0.002,3.934,21.2,36.75,0.002,1,8.71,HL
130,0.4607275798335241,18217,7.188457966,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02225N3486_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02225N3486_S005,1.29,13,7.7,1.8511159127739067e-08,0.004,0.004,7.188,22.25,34.86,0.004,1,8.71,HL
131,0.2622985034625145,13106,4.324836730957031,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02139N3548_S003,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02139N3548_S003,0.77,19,12.6,2.6208228634708047e-08,0.002,0.002,4.325,21.39,35.48,0.002,1,8.61,HL
132,0.4952271889025512,19642,7.134242057800293,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02146N3630_S002,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02146N3630_S002,1.57,21,9.6,2.024545269397736e-08,0.004,0.004,7.134,21.46,36.3,0.004,1,8.71,HL
133,0.1337578849271201,6964,3.631580829620361,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02330N3507_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02330N3507_S000,0.55,13,7.7,2.0674602512492624e-07,0.002,0.002,3.632,23.3,35.07,0.002,1,8.5,HL
134,0.009184927,783,0.4901096224784851,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01661N3771_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01661N3771_S000,0.16,20,8.6,9.017387416936672e-07,0.001,0.001,0.49,16.61,37.71,0.001,1,7.32,CL
135,0.4998110225590502,25640,7.095379353,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02441N3439_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02441N3439_S004,1.5,13,80,5.626306845204633e-09,0.01,0.01,7.095,24.41,34.39,0.01,1,8.95,HL
136,0.064312326,5336,1.3177257776260376,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01667N3857_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01667N3857_S000,0.42,20,8,6.185608853075355e-08,0.008,0.007,1.318,16.67,38.57,0.008,1,8.24,CL
137,0.004615878,594,0.2993709743022918,PS_manning003/E01548N3896E01854N3659-PS-Mur_PNo_Hom-M754_E01622N3816_S000,E01548N3896E01854N3659-PS-Mur_PNo_Hom-M754_E01622N3816_S000,0.12,19,7.7,3.18930147798748e-06,0.002,0.001,0.299,16.22,38.16,0.002,1,7.54,CL
138,0.3437309210287881,17693,4.629322528839111,PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M824_E01729N3669_S000,E01577N3897E01966N3571-PS-Mur_PYes_Var-M824_E01729N3669_S000,1.67,14,8,1.1882719245598993e-07,0.013,0.008,4.629,17.29,36.69,0.013,1,8.24,CL
139,0.1749839174949784,9995,3.339935779571533,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02140N3655_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02140N3655_S002,0.89,19,7.7,2.1046626194491304e-08,0.004,0.004,3.34,21.4,36.55,0.004,1,8.71,HL
140,0.022160686,1817,0.6328563094139099,PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02227N3683_S000,E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02227N3683_S000,0.21,12,80,6.9679326791846535e-06,0.001,0.001,0.633,22.27,36.83,0.001,1,8.24,HL
141,0.050733859,4193,1.3345361948013306,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02359N3515_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02359N3515_S000,0.3,14,8,1.5174561757696144e-07,0.001,0.001,1.335,23.59,35.15,0.001,1,8.37,HL
142,0.1696255512857426,9396,3.005400419235229,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02146N3630_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02146N3630_S004,0.89,17,10.4,3.009075596962561e-08,0.002,0.002,3.005,21.46,36.3,0.002,1,8.61,HL
143,0.2306078000978534,13730,2.181972980499268,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02337N3493_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02337N3493_S004,0.45,14,26.7,3.108221934189017e-08,0.002,0.002,2.182,23.37,34.93,0.002,1,8.61,HL
144,0.069538837,5493,1.385903239250183,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02290N3438_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02290N3438_S000,0.24,13,26.7,1.7280682744568709e-07,0.001,0.001,1.386,22.9,34.38,0.001,1,8.24,HL
145,0.3182317088221137,15018,5.716259002685547,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02235N3576_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02235N3576_S005,1.18,13,7.7,3.052200758427848e-08,0.002,0.002,5.716,22.35,35.76,0.002,1,8.61,HL
146,0.010076562,997,0.4031345248222351,PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Var-M792_E02105N3765_S000,E01964N3926E02184N3685-PS-Str_PNo_Var-M792_E02105N3765_S000,0.13,17,8.9,1.7805918118706722e-05,0.001,0.001,0.403,21.05,37.65,0.001,1,7.92,HL
147,0.003970862,583,0.2545949220657348,PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02127N3724_S000,E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02127N3724_S000,0.08,0,7.7,9.420426769924204e-06,0.001,0.001,0.255,21.27,37.24,0.001,1,7.54,HL
148,0.2642641250792971,13911,5.228316307067871,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01645N3675_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01645N3675_S000,1.06,14,7.7,8.454950477517468e-08,0.001,-0.005,5.228,16.45,36.75,0.005,1,8.09,CL
149,0.5033041716900587,34323,6.161526203155518,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02498N3438_S003,E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02498N3438_S003,0.91,20,26.7,5.684861611231073e-09,0.01,0.008,6.162,24.98,34.38,0.01,1,8.95,HL
150,0.16782637,9470,1.6347957849502563,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02417N3454_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02417N3454_S003,0.42,16,26.7,3.1721873707441865e-08,0.004,0.004,1.635,24.17,34.54,0.004,1,8.61,HL
151,0.007110648,759,0.3390437960624695,PS_manning003/E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01574N3813_S000,E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01574N3813_S000,0.16,64,26.7,1.3152917034950056e-05,0.001,0.001,0.339,15.74,38.13,0.001,1,7.54,CL
152,0.088220495,5167,2.5327305793762207,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M837_E02047N3601_S000,E01849N3766E02950N3220-PS-Mur_PYes_Var-M837_E02047N3601_S000,0.47,17,8.3,6.755195431099394e-08,0.001,0.001,2.533,20.47,36.01,0.001,1,8.37,HL
153,0.002593419,496,0.228654996,PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01562N3822_S000,E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01562N3822_S000,0.09,63,26.7,1.6227170982928532e-05,0.001,0.001,0.229,15.62,38.22,0.001,1,7.32,CL
154,0.031032075,2412,0.8789639472961426,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02236N3646_S000,E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02236N3646_S000,0.23,10,80,6.547735646407343e-06,0.001,0.001,0.879,22.36,36.46,0.001,1,8.24,HL
155,0.045443564,3320,1.1994023323059082,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02545N3421_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02545N3421_S005,0.35,12,60,7.098947234852977e-09,0.002,0.002,1.199,25.45,34.21,0.002,1,8.8,HL
156,0.1337749019627266,8077,3.225689411,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02260N3491_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02260N3491_S000,0.38,13,8,8.65741610695429e-08,0.001,0.001,3.226,22.6,34.91,0.001,1,8.37,HL
157,0.012713061,1000,0.5526706576347351,PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Var-M809_E02193N3666_S000,E02020N3739E02658N3366-PS-Mur_PNo_Var-M809_E02193N3666_S000,0.14,15,7.7,1.71668753062424e-06,0.001,0.001,0.553,21.93,36.66,0.001,1,8.09,HL
158,0.7225645397144199,32943,9.149684906,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02242N3492_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02242N3492_S004,1.85,17,26.7,5.607362656196084e-09,0.01,0.008,9.15,22.42,34.92,0.01,1,8.95,HL
159,0.4012861785262007,28615,3.982536792755127,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02393N3468_S005,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02393N3468_S005,0.76,10,26.7,9.405260284331573e-08,0.011,0.01,3.983,23.93,34.68,0.011,1,9.02,HL
160,0.5218616477447372,32339,7.215923786,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02287N3501_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02287N3501_S002,1.25,20,26.7,6.95115281166469e-09,0.007,0.005,7.216,22.87,35.01,0.007,1,8.8,HL
161,0.008823194,751,0.4599383175373077,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M774_E02015N3756_S000,E01964N3926E02184N3685-PS-Str_PYes_Var-M774_E02015N3756_S000,0.13,19,8.6,7.050547166094864e-06,0.001,0.001,0.46,20.15,37.56,0.001,1,7.74,HL
162,0.073658587,3376,2.9464497566223145,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02296N3538_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02296N3538_S000,0.33,13,120,3.901641349465042e-07,0.001,0.001,2.946,22.96,35.38,0.001,1,8.24,HL
163,0.2883547201460818,19294,2.243629217147827,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02366N3438_S003,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02366N3438_S003,0.56,11,26.7,2.9504943146615468e-08,0.004,0.002,2.244,23.66,34.38,0.004,1,8.61,HL
164,0.2802812673380002,18761,2.214637517929077,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02351N3465_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02351N3465_S001,0.61,17,26.7,3.062162207326369e-08,0.004,0.004,2.215,23.51,34.65,0.004,1,8.61,HL
165,0.046172802,2101,1.5756430625915527,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01634N3664_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01634N3664_S000,0.38,16,8,9.86219517677516e-08,0.004,0.004,1.576,16.34,36.64,0.004,1,7.54,CL
166,0.090807825,6434,1.3870224952697754,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3587_S001,E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3587_S001,0.51,15,80,1.6936023193035e-07,0.005,0.005,1.387,23.35,35.87,0.005,1,8.71,HL
167,0.028845798,1520,1.7089427709579468,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02156N3661_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02156N3661_S000,0.19,14,8,4.351289612574729e-07,0.001,0.001,1.709,21.56,36.61,0.001,1,8.09,HL
168,0.015136981,1195,0.5541965365409851,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01634N3808_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01634N3808_S000,0.21,19,80,1.301572574615872e-06,0.004,0.002,0.554,16.34,38.08,0.004,1,7.74,CL
169,0.030596963,1449,1.4248230457305908,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02148N3497_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02148N3497_S000,0.19,14,7.7,4.018656085468861e-07,0.001,0.001,1.425,21.48,34.97,0.001,1,7.92,HL
