idx,l2n,TRUE,truemax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,dmax,lon,lat,max_absdz,event_type,Mag,SR
3149,0.4223465255657832,20730,6.377968311309815,BS_manning003/E01267N3753E01646N3535-BS-M792_E01547N3670_D010_S292D50R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01547N3670_D010_S292D50R090_A004781_S062,1.81,17,7.7,7.585912787619384e-09,0.027,-0.346,6.378,15.479,36.7029,0.346,0,7.928,BS
3150,0.2406052283787002,9612,7.298322677612305,BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S067D90R090_A001972_S039,E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S067D90R090_A001972_S039,1.18,10,8.3,1.540706395193134e-09,-0.098,-0.246,7.298,15.3075,37.3774,0.246,0,7.5435,BS
3151,0.2849016577128691,12730,5.054126739501953,BS_manning003/E01267N3753E01646N3535-BS-M774_E01616N3580_D010_S247D30R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01616N3580_D010_S247D30R090_A003139_S050,1.04,14,8.3,2.4830349459608363e-09,-0.01,-0.011,5.054,16.1679,35.8036,0.011,1,7.7453,BS
3152,0.1669188112017011,7727,4.390377521514893,BS_manning003/E01267N3753E01646N3535-BS-M809_E01439N3692_D010_S202D50R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01439N3692_D010_S202D50R090_A006995_S075,0.61,91,7.7,5.218305051683766e-09,0.114,0.048,4.39,14.3907,36.9278,0.114,0,8.0933,BS
3153,0.1919519222647261,7715,4.659228324890137,BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D062_S202D50R270_A000668_S023,E01267N3753E01646N3535-BS-M707_E01551N3692_D062_S202D50R270_A000668_S023,0.86,13,7.7,4.2595471470272944e-08,0.024,-0.018,4.659,15.5157,36.9278,0.024,1,7.0737,BS
3154,0.023191909,1485,1.228283405303955,BS_manning003/E01470N3877E01631N3641-BS-M754_E01513N3805_D010_S292D30R270_A003524_S022,E01470N3877E01631N3641-BS-M754_E01513N3805_D010_S292D30R270_A003524_S022,0.19,26,14.1,2.7899386565900304e-08,0.005,0.004,1.228,15.1345,38.0519,0.005,1,7.5435,BS
3155,0.066220848,5215,1.291446566581726,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S202D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S202D50R270_A006995_S075,0.88,33,8.3,5.978417572515866e-09,-0.019,-0.384,1.291,15.0245,37.3774,0.384,0,8.0933,BS
3156,0.098534226,4445,2.614246368408203,BS_manning003/E01889N4173E02097N3847-BS-M792_E02038N3850_D010_S112D50R270_A008541_S034,E01889N4173E02097N3847-BS-M792_E02038N3850_D010_S112D50R270_A008541_S034,0.39,14,8,9.505984325042161e-09,-0.001,-0.001,2.614,20.3811,38.5016,0.001,1,7.928,BS
3157,0.037244959,1307,1.6704965829849243,BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S202D10R090_A001972_S039,E01267N3753E01646N3535-BS-M754_E01530N3737_D010_S202D10R090_A001972_S039,0.29,22,8,6.6652404188300836e-09,-0.021,-0.748,1.67,15.3075,37.3774,0.748,0,7.5435,BS
3158,0.105066985,3582,3.21431303,BS_manning003/E01267N3753E01646N3535-BS-M732_E01572N3647_D010_S202D50R090_A001180_S030,E01267N3753E01646N3535-BS-M732_E01572N3647_D010_S202D50R090_A001180_S030,0.43,17,8,6.614170648383795e-09,0.001,-0.002,3.214,15.7223,36.4781,0.002,1,7.3203,BS
3159,0.2008101252012447,7468,4.656971454620361,BS_manning003/E01522N3585E03578N2685-BS-M754_E01790N3467_D010_S067D70R090_A001972_S039,E01522N3585E03578N2685-BS-M754_E01790N3467_D010_S067D70R090_A001972_S039,0.78,14,8.6,6.304038001832186e-10,-0.001,-0.001,4.657,17.9004,34.6794,0.001,1,7.5435,BS
3160,0.2491656414674501,8327,6.973216533660889,BS_manning003/E01267N3753E01646N3535-BS-M754_E01547N3670_D010_S247D10R090_A001972_S039,E01267N3753E01646N3535-BS-M754_E01547N3670_D010_S247D10R090_A001972_S039,0.49,13,7.7,4.575240285705546e-09,-0.002,-0.011,6.973,15.479,36.7029,0.011,1,7.5435,BS
3161,0.1473519884670303,6768,4.043575763702393,BS_manning003/E01522N3585E03578N2685-BS-M774_E02518N3220_D010_S067D50R090_A003139_S050,E01522N3585E03578N2685-BS-M774_E02518N3220_D010_S067D50R090_A003139_S050,0.51,15,7.7,2.376109948890308e-09,0.001,0.001,4.044,25.1873,32.2063,0.001,1,7.7453,BS
3162,0.038612283,1923,1.302492618560791,BS_manning003/E01470N3877E01631N3641-BS-M732_E01559N3737_D115_S247D50R270_A002108_S017,E01470N3877E01631N3641-BS-M732_E01559N3737_D115_S247D50R270_A002108_S017,0.44,18,8.3,3.2783940577623575e-08,0.022,-0.039,1.302,15.5904,37.3774,0.039,1,7.3203,BS
3163,0.6100478748296961,24673,7.512591361999512,BS_manning003/E01267N3753E01646N3535-BS-M809_E01561N3580_D010_S247D50R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01561N3580_D010_S247D50R090_A006995_S075,1.87,17,8,8.829188100522001e-10,-0.016,-0.019,7.513,15.6134,35.8036,0.019,1,8.0933,BS
3164,0.1099302624244537,2783,3.323796272277832,BS_manning003/E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S067D10R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01495N3692_D125_S067D10R090_A004781_S062,0.74,14,8,2.986331057007293e-09,0.042,-1.531,3.324,14.9532,36.9278,1.531,0,7.928,BS
3165,0.2767067090191206,11809,5.830406665802002,BS_manning003/E01446N4259E02038N3783-BS-M754_E01822N3917_D010_S292D70R090_A001972_S039,E01446N4259E02038N3783-BS-M754_E01822N3917_D010_S292D70R090_A001972_S039,1.09,13,7.7,4.3858541382200576e-10,0.001,-0.001,5.83,18.2264,39.1761,0.001,1,7.5435,BS
3166,0.1411786721106475,6727,3.840630054473877,BS_manning003/E01446N4259E02038N3783-BS-M754_E01875N3895_D010_S112D50R090_A001972_S039,E01446N4259E02038N3783-BS-M754_E01875N3895_D010_S112D50R090_A001972_S039,0.67,13,8,4.301297485966831e-09,0.001,0.001,3.841,18.7562,38.9512,0.001,1,7.5435,BS
3167,0.2818327638335823,5351,7.780603408813477,BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S247D70R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S247D70R270_A003139_S050,2.4,14,8.6,4.8954460977036714e-09,1.293,-1.737,7.781,15.2708,37.1526,1.737,0,7.7453,BS
3168,0.2529101838018592,11135,4.8528018,BS_manning003/E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S067D10R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S067D10R090_A003139_S050,0.71,20,8,3.5625365678152702e-09,-0.013,-0.033,4.853,15.5157,36.9278,0.033,1,7.7453,BS
3169,0.069048911,2644,2.653477191925049,BS_manning003/E01522N3585E03578N2685-BS-M732_E02353N3310_D010_S247D50R090_A001180_S030,E01522N3585E03578N2685-BS-M732_E02353N3310_D010_S247D50R090_A001180_S030,0.32,13,7.7,1.2474505248933049e-08,0.001,0.001,2.653,23.5328,33.1056,0.001,1,7.3203,BS
3170,0.392600253,18819,6.648289203643799,BS_manning003/E01446N4259E02038N3783-BS-M809_E01896N3985_D010_S292D50R090_A006995_S075,E01446N4259E02038N3783-BS-M809_E01896N3985_D010_S292D50R090_A006995_S075,1.33,14,8,1.101442493886499e-09,-0.004,-0.004,6.648,18.9607,39.8506,0.004,1,8.0933,BS
3171,0.039872017,2206,1.2816928625106812,BS_manning003/E01446N4259E02038N3783-BS-M774_E02009N3850_D107_S022D30R090_A003139_S050,E01446N4259E02038N3783-BS-M774_E02009N3850_D107_S022D30R090_A003139_S050,0.34,19,8.3,1.2515817822508366e-08,0.001,0.001,1.282,20.0938,38.5016,0.001,1,7.7453,BS
3172,0.1370809138129699,4927,3.85416317,BS_manning003/E01267N3753E01646N3535-BS-M732_E01523N3692_D076_S247D70R090_A001180_S030,E01267N3753E01646N3535-BS-M732_E01523N3692_D076_S247D70R090_A001180_S030,0.67,13,8,1.4074500600673035e-08,-0.359,-0.951,3.854,15.2345,36.9278,0.951,0,7.3203,BS
3173,0.8864019896524994,43015,12.34518337249756,BS_manning003/E01470N3877E01631N3641-BS-M792_E01603N3670_D010_S112D50R270_A008541_S034,E01470N3877E01631N3641-BS-M792_E01603N3670_D010_S112D50R270_A008541_S034,1.42,10,7.3,2.017450270899117e-09,1.87,0.318,12.345,16.0399,36.7029,1.87,0,7.928,BS
3174,0.3405724734044735,13868,6.100636959075928,BS_manning003/E01267N3753E01646N3535-BS-M754_E01547N3670_D091_S067D30R270_A001972_S039,E01267N3753E01646N3535-BS-M754_E01547N3670_D091_S067D30R270_A001972_S039,1.12,14,8,6.900623404101822e-09,-0.005,-0.011,6.101,15.479,36.7029,0.011,1,7.5435,BS
3175,0.4703174581336413,17087,8.110726356506348,BS_manning003/E01267N3753E01646N3535-BS-M792_E01564N3602_D010_S247D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01564N3602_D010_S247D50R270_A004781_S062,1.64,16,8,2.250285298941107e-09,0.016,0.013,8.111,15.6493,36.0284,0.016,1,7.928,BS
3176,0.2768740162137849,12417,6.283509254455566,BS_manning003/E01267N3753E01646N3535-BS-M792_E01537N3602_D010_S157D50R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01537N3602_D010_S157D50R090_A004781_S062,1.18,26,34.3,3.1854368425717663e-09,0.1,0.071,6.284,15.3713,36.0284,0.1,0,7.928,BS
3177,0.169086554,8391,4.072567939758301,BS_manning003/E01470N3877E01631N3641-BS-M754_E01579N3692_D010_S157D10R090_A003524_S022,E01470N3877E01631N3641-BS-M754_E01579N3692_D010_S157D10R090_A003524_S022,0.86,13,8.6,5.643344337350558e-09,0.056,0.007,4.073,15.797,36.9278,0.056,1,7.5435,BS
3178,0.042665913,2009,1.534993290901184,BS_manning003/E01267N3753E01646N3535-BS-M732_E01502N3737_D010_S292D50R090_A001180_S030,E01267N3753E01646N3535-BS-M732_E01502N3737_D010_S292D50R090_A001180_S030,0.25,14,9.2,3.87272666679168e-08,0.062,0.021,1.535,15.0245,37.3774,0.062,1,7.3203,BS
3179,0.1121516208885873,5747,3.022747517,BS_manning003/E01446N4259E02038N3783-BS-M754_E01914N3940_D010_S112D50R270_A001972_S039,E01446N4259E02038N3783-BS-M754_E01914N3940_D010_S112D50R270_A001972_S039,0.59,14,8,8.611102017265345e-09,0.001,0.001,3.023,19.1483,39.4009,0.001,1,7.5435,BS
3180,0.023011612,1186,1.1199458837509155,BS_manning003/E01446N4259E02038N3783-BS-M707_E01985N3872_D010_S292D50R090_A000668_S023,E01446N4259E02038N3783-BS-M707_E01985N3872_D010_S292D50R090_A000668_S023,0.16,13,8,5.4781810273393184e-08,0.001,0.001,1.12,19.8593,38.7264,0.001,1,7.0737,BS
3181,0.5127189999109293,16752,7.580317974090576,BS_manning003/E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S247D30R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S247D30R090_A006995_S075,1.45,13,8.3,1.603562142656832e-09,0.333,-1.482,7.58,14.6377,36.7029,1.482,0,8.0933,BS
3182,0.094495446,5037,2.400602340698242,BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D168_S067D30R270_A000668_S023,E01267N3753E01646N3535-BS-M707_E01551N3692_D168_S067D30R270_A000668_S023,0.4,15,7.7,1.5954875654981014e-08,0.268,0.042,2.401,15.5157,36.9278,0.268,0,7.0737,BS
3183,0.026914534,1217,1.2557529211044312,BS_manning003/E01446N4259E02038N3783-BS-M707_E02009N3850_D010_S112D50R270_A000668_S023,E01446N4259E02038N3783-BS-M707_E02009N3850_D010_S112D50R270_A000668_S023,0.13,14,3.4,1.499880839209436e-07,0.001,0.001,1.256,20.0938,38.5016,0.001,1,7.0737,BS
3184,0.093843381,5747,2.685522556304932,BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D094_S112D70R270_A001194_S013,E01470N3877E01631N3641-BS-M707_E01555N3715_D094_S112D70R270_A001194_S013,0.52,14,8.3,1.529329407639361e-08,0.169,0.054,2.686,15.5529,37.1526,0.169,0,7.0737,BS
3185,0.4487960565607379,15387,8.404032707214355,BS_manning003/E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S157D50R270_A003524_S022,E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S157D50R270_A003524_S022,1.71,12,8,2.3947899220147266e-08,0.004,-0.014,8.404,15.5904,37.3774,0.014,1,7.5435,BS
3186,0.33904283,15159,5.931099891662598,BS_manning003/E01470N3877E01631N3641-BS-M809_E01488N3827_D010_S292D50R090_A012497_S042,E01470N3877E01631N3641-BS-M809_E01488N3827_D010_S292D50R090_A012497_S042,1.06,12,7.7,9.077696265478943e-09,0.028,0.018,5.931,14.8856,38.2767,0.028,1,8.0933,BS
3187,1.4132069080548706,58669,17.792804718017578,BS_manning003/E01267N3753E01646N3535-BS-M792_E01467N3692_D010_S247D70R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01467N3692_D010_S247D70R090_A004781_S062,2.7,20,7.5,2.454068212902207e-09,2.114,-3.718,17.793,14.672,36.9278,3.718,0,7.928,BS
3188,1.5120799246351777,58740,18.47966194152832,BS_manning003/E01470N3877E01631N3641-BS-M809_E01534N3760_D010_S157D70R270_A012497_S042,E01470N3877E01631N3641-BS-M809_E01534N3760_D010_S157D70R270_A012497_S042,4.12,12,7.5,1.749505084777867e-09,0.962,0.587,18.48,15.3446,37.6022,0.962,0,8.0933,BS
3189,0.1580653389876055,6144,4.284649372,BS_manning003/E01446N4259E02038N3783-BS-M774_E01928N3872_D010_S337D50R090_A003139_S050,E01446N4259E02038N3783-BS-M774_E01928N3872_D010_S337D50R090_A003139_S050,0.61,13,8.6,2.93649956420299e-09,-0.002,-0.002,4.285,19.2829,38.7264,0.002,1,7.7453,BS
3190,0.068911859,2698,2.380340814590454,BS_manning003/E01470N3877E01631N3641-BS-M707_E01603N3670_D094_S022D50R270_A001194_S013,E01470N3877E01631N3641-BS-M707_E01603N3670_D094_S022D50R270_A001194_S013,0.31,13,7.7,1.4202399548576298e-08,-0.002,-0.005,2.38,16.0399,36.7029,0.005,1,7.0737,BS
3191,0.002865701,485,0.3497252762317657,BS_manning003/E01267N3753E01646N3535-BS-M707_E01502N3737_D115_S067D70R270_A000668_S023,E01267N3753E01646N3535-BS-M707_E01502N3737_D115_S067D70R270_A000668_S023,0.09,19,8,1.6375672423096377e-08,0.036,0.01,0.35,15.0245,37.3774,0.036,1,7.0737,BS
3192,0.1610195387160669,2627,5.8955793380737305,BS_manning003/E01267N3753E01646N3535-BS-M809_E01519N3670_D010_S337D70R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01519N3670_D010_S337D70R090_A006995_S075,1.06,15,7.7,1.96787760629834e-09,-1.034,-2.136,5.896,15.1986,36.7029,2.136,0,8.0933,BS
3193,0.952533979,36396,12.721824645996094,BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S292D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S292D50R270_A004781_S062,4.4,12,7.5,1.4438772555342596e-08,-0.278,-0.588,12.722,15.0245,37.3774,0.588,0,7.928,BS
3194,0.059291605,3160,1.9540542364120483,BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S067D50R090_A001180_S030,E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S067D50R090_A001180_S030,0.43,15,8,2.3930877924639646e-08,0.013,-0.04,1.954,15.3075,37.3774,0.04,1,7.3203,BS
3195,0.3122616915312468,10966,6.128611087799072,BS_manning003/E01446N4259E02038N3783-BS-M774_E01951N3850_D010_S337D50R090_A003139_S050,E01446N4259E02038N3783-BS-M774_E01951N3850_D010_S337D50R090_A003139_S050,1.29,12,8.6,3.826580496698994e-09,-0.002,-0.002,6.129,19.5192,38.5016,0.002,1,7.7453,BS
3196,0.198469091,7914,4.758964538574219,BS_manning003/E01267N3753E01646N3535-BS-M707_E01523N3692_D062_S112D90R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01523N3692_D062_S112D90R090_A000668_S023,0.36,19,8,6.005147810809309e-09,0.51,0.217,4.759,15.2345,36.9278,0.51,0,7.0737,BS
3197,0.1582006492431946,9926,1.7306692600250244,BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S067D70R270_A001972_S039,E01267N3753E01646N3535-BS-M754_E01498N3715_D172_S067D70R270_A001972_S039,0.45,17,7.5,1.7614498550003792e-08,0.745,0.346,1.731,14.9887,37.1526,0.745,0,7.5435,BS
3198,0.05570112,2407,1.921470046043396,BS_manning003/E01267N3753E01646N3535-BS-M732_E01544N3647_D142_S067D30R090_A001180_S030,E01267N3753E01646N3535-BS-M732_E01544N3647_D142_S067D30R090_A001180_S030,0.31,18,8,6.254688791780918e-09,0.002,0.001,1.921,15.4427,36.4781,0.002,1,7.3203,BS
3199,0.021396486,1245,0.9101641178131104,BS_manning003/E01470N3877E01631N3641-BS-M680_E01583N3715_D141_S337D50R090_A000638_S009,E01470N3877E01631N3641-BS-M680_E01583N3715_D141_S337D50R090_A000638_S009,0.16,14,7.7,6.443440020360479e-08,0.01,0.005,0.91,15.8349,37.1526,0.01,1,6.8012,BS
3200,0.8842187292386379,42486,11.821261405944824,BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S157D30R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S157D30R270_A003139_S050,2.24,12,8,8.245949467973236e-09,1.543,-0.056,11.821,15.2708,37.1526,1.543,0,7.7453,BS
3201,0.052180267,2424,1.5561728477478027,BS_manning003/E01267N3753E01646N3535-BS-M680_E01551N3692_D133_S247D10R090_A000357_S016,E01267N3753E01646N3535-BS-M680_E01551N3692_D133_S247D10R090_A000357_S016,0.22,14,8,1.29508509367093e-08,0.114,0.031,1.556,15.5157,36.9278,0.114,0,6.8012,BS
3202,0.1763571778729522,3577,6.853059768676758,BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S337D70R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S337D70R090_A004781_S062,1.62,14,8,7.220496265559678e-09,-1.614,-3.054,6.853,15.2345,36.9278,3.054,0,7.928,BS
3203,1.175017559747057,66691,8.953198432922363,BS_manning003/E01267N3753E01646N3535-BS-M792_E01544N3647_D010_S157D50R270_A004781_S062,E01267N3753E01646N3535-BS-M792_E01544N3647_D010_S157D50R270_A004781_S062,0.96,18,8.3,4.0253291490294635e-09,3.741,-1.054,8.953,15.4427,36.4781,3.741,0,7.928,BS
3204,0.3739159982268655,16826,5.377122879,BS_manning003/E01267N3753E01646N3535-BS-M754_E01547N3670_D091_S022D50R090_A001972_S039,E01267N3753E01646N3535-BS-M754_E01547N3670_D091_S022D50R090_A001972_S039,1.1,15,8,1.7079395270971452e-08,0.17,0.1,5.377,15.479,36.7029,0.17,0,7.5435,BS
3205,0.1354244311408185,4617,3.526561737060547,BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D076_S292D30R270_A001180_S030,E01267N3753E01646N3535-BS-M732_E01547N3670_D076_S292D30R270_A001180_S030,0.55,15,8,5.605068032899821e-09,-0.054,-0.126,3.527,15.479,36.7029,0.126,0,7.3203,BS
3206,0.80526364,25768,11.681629180908203,BS_manning003/E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S067D90R270_A008541_S034,E01470N3877E01631N3641-BS-M792_E01555N3715_D010_S067D90R270_A008541_S034,0.82,15,10.4,1.649553351064275e-09,1.74,-1.739,11.682,15.5529,37.1526,1.74,0,7.928,BS
3207,0.1647080020443631,8048,3.629856586456299,BS_manning003/E01446N4259E02038N3783-BS-M792_E01866N3985_D010_S112D50R090_A004781_S062,E01446N4259E02038N3783-BS-M792_E01866N3985_D010_S112D50R090_A004781_S062,0.96,15,8,2.003481306026617e-09,-0.002,-0.002,3.63,18.6678,39.8506,0.002,1,7.928,BS
3208,0.1274406578692243,3619,6.337151527404785,BS_manning003/E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S112D50R270_A000357_S016,E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S112D50R270_A000357_S016,0.61,12,3.3,5.460440386119406e-08,0.181,-0.01,6.337,15.2708,37.1526,0.181,0,6.8012,BS
3209,0.050400743,2407,1.7316330671310425,BS_manning003/E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S022D90R270_A002108_S017,E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S022D90R270_A002108_S017,0.32,20,8,7.851542017691174e-09,0.033,0.01,1.732,15.3446,37.6022,0.033,1,7.3203,BS
3210,0.6528136748330635,25547,7.666492462158203,BS_manning003/E01267N3753E01646N3535-BS-M774_E01547N3670_D010_S247D50R090_A003139_S050,E01267N3753E01646N3535-BS-M774_E01547N3670_D010_S247D50R090_A003139_S050,1.96,15,8,7.035656570385001e-09,0.05,0.03,7.666,15.479,36.7029,0.05,1,7.7453,BS
3211,0.1501845244591531,5001,4.330429553985596,BS_manning003/E01522N3585E03578N2685-BS-M754_E01636N3535_D010_S067D50R090_A001972_S039,E01522N3585E03578N2685-BS-M754_E01636N3535_D010_S067D50R090_A001972_S039,0.51,12,8,1.341834803650605e-09,-0.004,-0.004,4.33,16.3698,35.3539,0.004,1,7.5435,BS
3212,0.2015391654410837,9827,4.057308673858643,BS_manning003/E01522N3585E03578N2685-BS-M774_E01886N3400_D107_S247D30R090_A003139_S050,E01522N3585E03578N2685-BS-M774_E01886N3400_D107_S247D30R090_A003139_S050,0.8,15,8,4.828691329750396e-10,-0.001,-0.001,4.057,18.8659,34.005,0.001,1,7.7453,BS
3213,0.050149195,913,2.1001076698303223,BS_manning003/E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S022D90R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S022D90R090_A006995_S075,0.54,17,8,6.82104045262416e-10,-0.449,-0.935,2.1,14.6377,36.7029,0.935,0,8.0933,BS
3214,0.075151432,3361,2.1878974437713623,BS_manning003/E01267N3753E01646N3535-BS-M707_E01575N3670_D115_S202D30R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01575N3670_D115_S202D30R090_A000668_S023,0.36,13,8,1.0243474499833414e-08,0.022,0.008,2.188,15.7595,36.7029,0.022,1,7.0737,BS
3215,0.2822796850201248,14567,4.263122559,BS_manning003/E01889N4173E02097N3847-BS-M809_E01973N3940_D010_S292D50R090_A012497_S042,E01889N4173E02097N3847-BS-M809_E01973N3940_D010_S292D50R090_A012497_S042,1.35,18,8,2.0406934259785503e-09,-0.001,-0.001,4.263,19.7302,39.4009,0.001,1,8.0933,BS
3216,0.021277238,1031,1.113842487335205,BS_manning003/E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S337D10R090_A000668_S023,E01267N3753E01646N3535-BS-M707_E01530N3737_D010_S337D10R090_A000668_S023,0.12,13,8,9.45758479569478e-09,0.01,-0.001,1.114,15.3075,37.3774,0.01,1,7.0737,BS
3217,0.3114706381955721,15766,4.6345415115356445,BS_manning003/E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S292D30R090_A001972_S039,E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S292D30R090_A001972_S039,1.06,18,8,3.3391229117272454e-08,0.321,-0.544,4.635,15.2345,36.9278,0.544,0,7.5435,BS
3218,0.4137807564897728,17201,7.681234359741211,BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D107_S292D70R270_A003139_S050,E01267N3753E01646N3535-BS-M774_E01495N3692_D107_S292D70R270_A003139_S050,0.5,15,26.7,4.569990065610658e-09,1.067,0.492,7.681,14.9532,36.9278,1.067,0,7.7453,BS
3219,0.050020183,1965,1.9180272817611692,BS_manning003/E01598N4052E01840N3892-BS-M707_E01793N3917_D010_S292D70R090_A001194_S013,E01598N4052E01840N3892-BS-M707_E01793N3917_D010_S292D70R090_A001194_S013,0.31,13,8,1.00311116671798e-08,0.001,0.001,1.918,17.9364,39.1761,0.001,1,7.0737,BS
3220,0.1270189730802573,5487,4.884347915649414,BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S202D50R270_A006995_S075,E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S202D50R270_A006995_S075,1.04,18,10.4,5.978417572515866e-09,-0.301,-0.654,4.884,15.0245,37.3774,0.654,0,8.0933,BS
3221,0.099366277,5119,3.4301602840423584,BS_manning003/E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S067D70R090_A003524_S022,E01470N3877E01631N3641-BS-M754_E01534N3760_D010_S067D70R090_A003524_S022,0.57,15,7.7,1.087907401766416e-08,-0.025,-0.047,3.43,15.3446,37.6022,0.047,1,7.5435,BS
3222,0.3270782258556806,8546,5.952572822570801,BS_manning003/E01267N3753E01646N3535-BS-M792_E01495N3692_D010_S247D30R090_A004781_S062,E01267N3753E01646N3535-BS-M792_E01495N3692_D010_S247D30R090_A004781_S062,2.16,14,8,6.526229292500906e-09,-0.95,-2.395,5.953,14.9532,36.9278,2.395,0,7.928,BS
3223,0.9959389027768216,35625,12.197776794433594,BS_manning003/E01267N3753E01646N3535-BS-M809_E01592N3602_D010_S202D70R090_A006995_S075,E01267N3753E01646N3535-BS-M809_E01592N3602_D010_S202D70R090_A006995_S075,2.45,13,7.7,3.801075702724327e-10,-0.013,-0.021,12.198,15.9273,36.0284,0.021,1,8.0933,BS
