id	count	max	logsum	mean	sd	dzmin	dzmax
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M792_E02066N3753_S000	4062	0.915	6.987	0.266	0.189	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02342N3454_S004	11776	2.42	9.07	0.738	0.521	0.004	0.005
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M850_E02235N3671_S000	6319	1.248	7.989	0.467	0.289	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02243N3633_S004	24632	3.356	10.027	0.918	0.75	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02268N3554_S000	4995	1.007	7.496	0.36	0.237	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01727N3708_S005	221371	7.182	12.427	1.127	0.98	0.042	0.05
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02194N3513_S002	34878	4.484	10.424	0.965	0.912	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02104N3649_S003	56542	4.401	10.912	0.97	0.87	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02201N3596_S005	29737	3.61	10.237	0.938	0.777	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M754_E02243N3584_S000	2258	0.496	6.04	0.186	0.112	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M707_E01727N3708_S000	2765	0.603	6.465	0.232	0.137	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02495N3492_S000	3325	0.746	6.781	0.265	0.16	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02102N3607_S005	25526	3.535	10.055	0.912	0.734	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02263N3578_S003	29872	3.958	10.286	0.981	0.866	0.002	0.002
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Var-M809_E02078N3742_S000	4786	1.047	7.464	0.364	0.225	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02361N3475_S003	72322	6.42	11.075	0.893	0.924	0.01	0.01
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M824_E02043N3735_S000	7820	1.433	8.287	0.508	0.336	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02139N3548_S001	52968	4.753	10.814	0.939	0.903	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02136N3678_S000	1797	0.444	5.571	0.146	0.092	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01647N3799_S000	11172	1.85	8.851	0.625	0.418	0.005	0.013
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02173N3709_S000	3023	0.9	6.588	0.24	0.148	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01703N3706_S000	101670	5.493	11.457	0.93	0.914	0.018	0.034
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01683N3810_S000	8943	1.847	8.556	0.581	0.406	0.005	0.007
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02272N3638_S001	12175	2.433	9.128	0.757	0.542	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02202N3553_S004	25109	4.277	10.071	0.942	0.819	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02128N3626_S000	13324	2.189	9.193	0.737	0.506	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02202N3553_S003	25471	3.521	10.082	0.938	0.767	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02229N3514_S005	38250	4.142	10.505	0.955	0.898	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02359N3451_S004	16364	2.788	9.524	0.836	0.593	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02183N3593_S003	73987	6.719	11.18	0.969	0.94	0.01	0.011
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02134N3641_S000	8037	1.898	8.555	0.646	0.411	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01782N3777_S000	24752	3.267	10.066	0.951	0.728	0.025	0.033
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01720N3803_S000	52788	4.426	10.783	0.913	0.875	0.014	0.021
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02235N3671_S000	2333	0.519	6.073	0.186	0.104	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02134N3641_S004	25918	4.084	10.102	0.941	0.831	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02202N3553_S000	10088	2.008	8.832	0.679	0.474	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01680N3686_S000	75690	4.905	11.161	0.93	0.929	0.014	0.031
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02328N3482_S004	18215	3.05	9.649	0.851	0.67	0.005	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02195N3735_S000	1539	0.468	5.253	0.124	0.074	0.001	0.001
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Var-M792_E01620N3835_S000	6324	1.43	8.012	0.477	0.313	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02128N3626_S003	121091	5.115	11.808	1.109	0.974	0.005	0.007
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02402N3548_S003	23261	3.118	9.956	0.906	0.729	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02351N3465_S003	46417	4.594	10.64	0.9	0.903	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02337N3493_S003	65889	6.498	11.012	0.919	0.979	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02260N3491_S000	4013	0.931	7.062	0.291	0.196	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02183N3593_S005	45349	6.381	10.658	0.938	0.967	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02201N3596_S000	9828	1.902	8.792	0.67	0.442	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Hom-M792_E02091N3733_S000	5583	1.23	7.733	0.409	0.263	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02228N3585_S000	3470	0.906	6.844	0.27	0.166	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02175N3577_S001	37473	4.295	10.467	0.938	0.874	0.004	0.004
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M824_E02103N3738_S000	7804	1.448	8.32	0.526	0.342	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M732_E01981N3745_S000	2423	0.644	6.158	0.195	0.13	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02401N3479_S004	10815	2.069	8.918	0.691	0.466	0.004	0.005
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M774_E02103N3738_S000	2507	0.65	6.23	0.202	0.118	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02170N3650_S002	18413	3.108	9.664	0.854	0.638	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02375N3448_S004	46021	3.824	10.695	0.959	0.81	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02144N3668_S000	5538	1.042	7.762	0.424	0.265	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02409N3467_S002	33575	4.002	10.345	0.926	0.831	0.007	0.007
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02344N3564_S001	13442	2.426	9.306	0.819	0.59	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02223N3473_S002	33807	3.229	10.36	0.934	0.756	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02144N3668_S002	88115	5.043	11.395	1.009	0.937	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02496N3454_S001	7403	1.482	8.391	0.595	0.363	0.002	0.002
PS_manning003/E01964N3926E02184N3685-PS-Mur_PNo_Hom-M774_E02061N3739_S000	3914	1.03	7.105	0.311	0.191	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M809_E02259N3628_S000	3161	0.923	6.666	0.248	0.151	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01718N3822_S000	18203	2.47	9.624	0.831	0.564	0.008	0.011
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02024N3715_S000	5945	1.215	7.83	0.423	0.272	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01611N3806_S000	8493	1.478	8.463	0.557	0.36	0.001	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02188N3654_S000	3403	0.715	6.878	0.285	0.173	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02401N3479_S003	96104	5.493	11.382	0.913	0.881	0.008	0.008
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02099N3565_S000	10336	2.225	8.884	0.698	0.479	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01772N3748_S000	15772	2.511	9.449	0.805	0.582	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02253N3481_S002	47743	5.764	10.645	0.879	0.918	0.008	0.008
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02054N3653_S000	4558	1.052	7.238	0.305	0.203	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02296N3538_S001	29563	3.597	10.193	0.903	0.775	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02260N3540_S005	31847	4.083	10.244	0.883	0.814	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02175N3577_S000	4765	0.952	7.379	0.336	0.216	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01697N3782_S000	43203	4.305	10.656	0.982	0.901	0.027	0.04
PS_manning003/E01964N3926E02184N3685-PS-Mur_PNo_Hom-M774_E02074N3729_S000	4058	1.067	7.165	0.318	0.2	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02311N3485_S001	23917	4.313	10.015	0.935	0.799	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M707_E01589N3767_S000	2216	0.491	5.961	0.175	0.106	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02212N3584_S003	18085	3.092	9.615	0.829	0.68	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02284N3476_S000	7698	1.679	8.494	0.635	0.404	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M792_E02136N3678_S000	3563	0.68	6.89	0.276	0.169	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02195N3500_S003	18503	2.967	9.701	0.883	0.724	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M792_E02200N3695_S000	1851	0.502	5.615	0.148	0.084	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02091N3550_S000	8204	1.742	8.535	0.62	0.404	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02125N3584_S001	33128	3.892	10.33	0.925	0.842	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01701N3725_S000	50076	4.78	10.647	0.84	0.888	0.016	0.024
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01704N3687_S000	4685	1.056	7.548	0.405	0.264	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02401N3455_S001	35764	4.323	10.414	0.932	0.831	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01637N3770_S000	12379	2.205	9.051	0.689	0.471	0.005	0.013
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02330N3507_S001	31401	5.057	10.311	0.957	0.865	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02255N3441_S000	5701	1.337	7.808	0.431	0.282	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02301N3474_S000	5316	0.972	7.636	0.39	0.244	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02415N3556_S003	11589	2.104	9.04	0.728	0.499	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M792_E02119N3739_S000	4499	1.001	7.33	0.339	0.208	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02239N3505_S003	37123	3.952	10.46	0.94	0.887	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02335N3468_S002	23261	2.864	9.857	0.821	0.64	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02311N3485_S004	93396	5.771	11.405	0.961	0.901	0.01	0.011
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02014N3634_S000	17647	2.927	9.537	0.785	0.606	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02140N3655_S005	23038	3.227	9.918	0.88	0.712	0.002	0.002
PS_manning003/E01964N3926E02184N3685-PS-Mur_PNo_Var-M754_E02078N3742_S000	2556	0.626	6.226	0.197	0.12	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02217N3548_S005	23597	5.078	10.021	0.953	0.822	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02190N3609_S004	24537	3.788	9.997	0.895	0.771	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02230N3451_S001	23005	4.184	10.023	0.98	0.86	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M880_E02308N3607_S003	25964	3.311	10.059	0.9	0.74	0.008	0.008
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01799N3874_S000	8462	1.62	8.585	0.632	0.389	-0.001	-0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01839N3827_S000	5832	1.165	7.843	0.437	0.284	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Hom-M754_E01636N3789_S000	5550	1.19	7.715	0.404	0.263	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02294N3487_S005	14201	2.635	9.333	0.796	0.606	0.002	0.004
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M850_E02080N3562_S000	16010	2.745	9.497	0.832	0.618	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M837_E02235N3671_S000	4923	0.886	7.465	0.354	0.226	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02223N3473_S000	11959	1.944	9.005	0.681	0.472	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02253N3527_S002	91609	5.296	11.373	0.949	0.915	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02304N3498_S004	11313	2.417	9.026	0.735	0.509	0.002	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01759N3757_S000	8792	1.868	8.674	0.665	0.444	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01778N3834_S000	20484	3.184	9.811	0.89	0.666	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01666N3714_S000	6148	1.272	7.927	0.45	0.267	0.002	0.002
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01550N3812_S000	4876	1.135	7.427	0.345	0.24	-0.007	-0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M792_E02350N3576_S000	1870	0.377	5.672	0.155	0.083	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02165N3634_S003	28556	3.683	10.184	0.927	0.78	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02184N3552_S002	30622	4.016	10.273	0.945	0.84	0.005	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02407N3507_S000	3755	0.728	7.024	0.299	0.182	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02040N3662_S000	17539	2.706	9.511	0.77	0.58	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02137N3572_S002	31164	4.234	10.335	0.988	0.89	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01793N3787_S000	21888	2.962	9.869	0.883	0.689	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02483N3431_S001	53834	4.416	10.782	0.895	0.869	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02166N3518_S000	8294	1.903	8.546	0.62	0.402	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M754_E02301N3474_S000	2408	0.554	6.18	0.2	0.12	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M824_E02317N3557_S000	3735	0.861	7.022	0.3	0.179	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01769N3786_S000	35959	3.906	10.428	0.939	0.831	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02120N3675_S000	9644	1.598	8.669	0.603	0.397	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M850_E02272N3638_S000	5555	1.063	7.671	0.386	0.244	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02164N3590_S003	52271	5.412	10.796	0.934	0.925	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02142N3694_S004	36564	3.812	10.451	0.945	0.768	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02109N3687_S000	6038	1.191	7.911	0.452	0.275	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02085N3646_S000	8719	1.522	8.499	0.563	0.367	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02152N3645_S000	7758	1.498	8.384	0.564	0.345	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02219N3560_S003	46039	4.676	10.675	0.94	0.909	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01746N3766_S000	7354	1.639	8.404	0.607	0.372	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02129N3665_S001	17784	2.612	9.565	0.801	0.612	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M732_E01607N3701_S000	2618	0.56	6.285	0.204	0.124	0.001	0.001
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M792_E01797N3730_S000	12172	2.769	9.152	0.775	0.59	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M774_E02172N3465_S000	4149	0.971	7.309	0.36	0.221	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02195N3500_S003	35318	3.798	10.421	0.95	0.798	0.004	0.005
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M809_E02287N3633_S000	3232	0.845	6.693	0.249	0.149	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02184N3552_S003	24006	3.293	10.041	0.956	0.799	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02020N3623_S000	8205	1.665	8.384	0.533	0.355	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02268N3554_S001	55713	5.701	10.827	0.904	0.95	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02333N3444_S005	14839	2.591	9.379	0.798	0.596	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02344N3478_S002	91961	5.275	11.336	0.911	0.894	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02361N3475_S005	24419	4.337	9.999	0.901	0.806	0.01	0.01
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01646N3818_S000	8516	1.629	8.462	0.556	0.386	0.005	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02393N3468_S002	6891	1.388	8.213	0.535	0.319	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02165N3634_S005	26285	3.744	10.103	0.929	0.791	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02184N3552_S002	51574	6.423	10.795	0.946	0.959	0.007	0.008
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Var-M774_E02066N3753_S000	2786	0.662	6.371	0.21	0.131	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02409N3467_S005	12905	3.119	9.335	0.878	0.674	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02361N3475_S003	15429	2.148	9.39	0.776	0.559	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02210N3611_S004	27299	3.936	10.127	0.916	0.787	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02183N3593_S005	16973	3.06	9.626	0.893	0.658	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02246N3619_S005	19728	2.996	9.791	0.906	0.697	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02409N3467_S001	23610	3.132	9.95	0.887	0.718	0.004	0.005
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M824_E02218N3695_S000	4466	0.933	7.2	0.3	0.204	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02217N3548_S001	33128	4.14	10.359	0.952	0.865	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02284N3476_S002	24058	3.997	10.062	0.974	0.827	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02245N3574_S003	21266	3.819	9.92	0.956	0.75	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02218N3623_S000	5623	1.073	7.741	0.409	0.254	0.001	0.001
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M774_E01750N3709_S000	11793	2.154	9.044	0.718	0.518	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02342N3454_S004	20325	3.577	9.803	0.89	0.712	0.004	0.004
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02103N3738_S000	4624	1.106	7.412	0.358	0.224	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02335N3468_S001	21281	3.214	9.9	0.936	0.75	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02183N3593_S002	122168	5.505	11.799	1.089	0.929	0.01	0.011
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01713N3879_S000	7223	1.63	8.291	0.552	0.37	0.002	0.002
PS_manning003/E01517N3917E01678N3772-PS-Mur_PNo_Hom-M754_E01598N3815_S000	4526	0.97	7.263	0.315	0.216	0.002	0.004
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01729N3669_S000	6848	1.395	8.195	0.529	0.313	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02306N3593_S005	30841	3.865	10.297	0.961	0.804	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02188N3566_S000	11674	2.015	9.034	0.718	0.525	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02184N3722_S000	1819	0.589	5.587	0.146	0.089	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02367N3571_S002	14871	2.098	9.321	0.751	0.517	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M774_E02011N3597_S000	5608	1.228	7.71	0.398	0.253	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02225N3486_S002	19125	3.523	9.776	0.921	0.741	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02144N3587_S003	105478	5.176	11.642	1.079	0.973	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02100N3712_S000	2502	0.677	6.213	0.199	0.121	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01637N3770_S000	7074	1.415	8.203	0.516	0.328	0.002	0.007
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01661N3771_S000	13452	2.443	9.214	0.746	0.523	0.007	0.014
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02223N3573_S000	6023	1.462	7.919	0.456	0.293	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02245N3515_S000	8071	1.96	8.56	0.646	0.41	0.001	0.001
