ID	Source_Region	Type	Mag	lon	lat	SlipModel	Scaling	RuptureModel	Rigidity	Depth	Strike	Dip	Rake	Length	Area	Slip	Location	LocationCount
E01267N3753E01646N3535-BS-M732_E01575N3670_D142_S202D30R090_A001180_S030	E01267N3753E01646N3535	BS	7.3203	15.7595	36.7029					14.23	202.5	30.0	90.0	63.06959406	1180.157677	3.089911384	36701575	602.0
E01470N3877E01631N3641-BS-M809_E01534N3760_D010_S247D10R090_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.3446	37.6022					1.0	247.5	10.0	90.0	204.8885534	12497.91873	4.212581963	37601534	569.0
E01522N3585E03578N2685-BS-M754_E01644N3580_D010_S067D70R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	16.4451	35.8036					1.0	67.5	70.0	90.0	85.8446545	1972.937179	3.995515346	35801644	72.0
E01267N3753E01646N3535-BS-M792_E01491N3670_D010_S022D50R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	14.9182	36.7029					1.0	22.5	50.0	270.0	146.0047975	4781.532657	6.221125089	36701491	152.0
E01470N3877E01631N3641-BS-M809_E01534N3760_D010_S337D10R090_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.3446	37.6022					1.0	337.5	10.0	90.0	204.8885534	12497.91873	4.212581963	37601534	569.0
E01267N3753E01646N3535-BS-M792_E01519N3670_D125_S022D30R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.1986	36.7029					12.58	22.5	30.0	270.0	146.0047975	4781.532657	6.221125089	36701519	388.0
E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S157D70R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.0245	37.3774					1.0	157.5	70.0	90.0	113.4407387	3139.706455	5.040771536	37371502	919.0
E01108N3882E01527N3690-BS-M792_E01474N3737_D010_S112D10R090_A008541_S034	E01108N3882E01527N3690	BS	7.928	14.7416	37.3774					1.0	112.5	10.0	90.0	163.0637885	8541.959899	3.482399019	37371474	120.0
E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S337D10R090_A005608_S028	E01470N3877E01631N3641	BS	7.7453	15.5529	37.1526					1.0	337.5	10.0	90.0	126.6949918	5608.922611	2.821672543	37151555	772.0
E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S292D10R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	14.9182	36.7029					1.0	292.5	10.0	90.0	183.4540459	6995.959622	7.525559016	36701491	152.0
E01470N3877E01631N3641-BS-M707_E01603N3670_D094_S067D30R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	16.0399	36.7029					9.43	67.5	30.0	90.0	50.1048797	1194.978314	1.302045127	36701603	280.0
E01522N3585E03578N2685-BS-M732_E01857N3535_D010_S022D30R090_A001180_S030	E01522N3585E03578N2685	BS	7.3203	18.5751	35.3539					1.0	22.5	30.0	90.0	63.06959406	1180.157677	3.089911384	35351857	70.0
E01446N4259E02038N3783-BS-M809_E01946N3827_D010_S157D30R090_A006995_S075	E01446N4259E02038N3783	BS	8.0933	19.468	38.2767					1.0	157.5	30.0	90.0	183.4540459	6995.959622	7.525559016	38271946	190.0
E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S067D50R270_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.797	36.9278					1.0	67.5	50.0	270.0	204.8885534	12497.91873	4.212581963	36921579	475.0
E01108N3882E01527N3690-BS-M809_E01484N3805_D010_S337D70R090_A012497_S042	E01108N3882E01527N3690	BS	8.0933	14.849	38.0519					1.0	337.5	70.0	90.0	204.8885534	12497.91873	4.212581963	38051484	53.0
E01522N3585E03578N2685-BS-M754_E01848N3490_D010_S247D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.4894	34.9043					1.0	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	34901848	50.0
E01108N3882E01527N3690-BS-M809_E01509N3782_D010_S112D70R270_A012497_S042	E01108N3882E01527N3690	BS	8.0933	15.0974	37.8271					1.0	112.5	70.0	270.0	204.8885534	12497.91873	4.212581963	37821509	141.0
E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S337D30R270_A003524_S022	E01470N3877E01631N3641	BS	7.5435	15.8349	37.1526					1.0	337.5	30.0	270.0	95.87462075	3524.549863	2.236569515	37151583	575.0
E01470N3877E01631N3641-BS-M707_E01579N3692_D094_S022D50R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.797	36.9278					9.43	22.5	50.0	90.0	50.1048797	1194.978314	1.302045127	36921579	475.0
E01267N3753E01646N3535-BS-M774_E01523N3692_D010_S157D90R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.2345	36.9278					1.0	157.5	90.0	90.0	113.4407387	3139.706455	5.040771536	36921523	927.0
E01522N3585E03578N2685-BS-M774_E01813N3445_D010_S247D30R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	18.1328	34.4546					1.0	247.5	30.0	90.0	113.4407387	3139.706455	5.040771536	34451813	34.0
E01522N3585E03578N2685-BS-M754_E01762N3467_D010_S247D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	17.627	34.6794					1.0	247.5	50.0	90.0	85.8446545	1972.937179	3.995515346	34671762	26.0
E01108N3882E01527N3690-BS-M774_E01445N3737_D010_S247D70R090_A005608_S028	E01108N3882E01527N3690	BS	7.7453	14.4587	37.3774					1.0	247.5	70.0	90.0	126.6949918	5608.922611	2.821672543	37371445	38.0
E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S337D10R270_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.0245	37.3774					1.0	337.5	10.0	270.0	113.4407387	3139.706455	5.040771536	37371502	919.0
E01522N3585E03578N2685-BS-M754_E01782N3422_D010_S067D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	17.8204	34.2298					1.0	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	34221782	13.0
E01522N3585E03578N2685-BS-M754_E01798N3512_D010_S247D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	17.9822	35.1291					1.0	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	35121798	50.0
E01598N4052E01840N3892-BS-M792_E01731N3895_D010_S337D50R090_A008541_S034	E01598N4052E01840N3892	BS	7.928	17.3107	38.9512					1.0	337.5	50.0	90.0	163.0637885	8541.959899	3.482399019	38951731	57.0
E01267N3753E01646N3535-BS-M774_E01568N3625_D010_S067D30R270_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.6856	36.2533					1.0	67.5	30.0	270.0	113.4407387	3139.706455	5.040771536	36251568	221.0
E01446N4259E02038N3783-BS-M792_E01822N3917_D010_S112D50R270_A004781_S062	E01446N4259E02038N3783	BS	7.928	18.2264	39.1761					1.0	112.5	50.0	270.0	146.0047975	4781.532657	6.221125089	39171822	100.0
E01267N3753E01646N3535-BS-M732_E01551N3692_D076_S292D70R090_A001180_S030	E01267N3753E01646N3535	BS	7.3203	15.5157	36.9278					7.62	292.5	70.0	90.0	63.06959406	1180.157677	3.089911384	36921551	1188.0
E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S022D70R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.1631	36.4781					1.0	22.5	70.0	90.0	183.4540459	6995.959622	7.525559016	36471516	142.0
E01522N3585E03578N2685-BS-M754_E02353N3310_D010_S202D50R270_A001972_S039	E01522N3585E03578N2685	BS	7.5435	23.5328	33.1056					1.0	202.5	50.0	270.0	85.8446545	1972.937179	3.995515346	33102353	123.0
E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S157D30R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.2345	36.9278					1.0	157.5	30.0	90.0	85.8446545	1972.937179	3.995515346	36921523	927.0
E01470N3877E01631N3641-BS-M707_E01559N3737_D178_S202D30R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.5904	37.3774					17.86	202.5	30.0	90.0	50.1048797	1194.978314	1.302045127	37371559	705.0
E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S292D10R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.3075	37.3774					1.0	292.5	10.0	90.0	183.4540459	6995.959622	7.525559016	37371530	1315.0
E01267N3753E01646N3535-BS-M774_E01568N3625_D107_S202D50R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.6856	36.2533					10.79	202.5	50.0	90.0	113.4407387	3139.706455	5.040771536	36251568	221.0
E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S022D10R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.3075	37.3774					1.0	22.5	10.0	270.0	146.0047975	4781.532657	6.221125089	37371530	1315.0
E01267N3753E01646N3535-BS-M732_E01568N3625_D010_S247D50R090_A001180_S030	E01267N3753E01646N3535	BS	7.3203	15.6856	36.2533					1.0	247.5	50.0	90.0	63.06959406	1180.157677	3.089911384	36251568	221.0
E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S202D50R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.479	36.7029					1.0	202.5	50.0	90.0	183.4540459	6995.959622	7.525559016	36701547	617.0
E01522N3585E03578N2685-BS-M774_E02272N3310_D010_S202D50R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	22.7276	33.1056					1.0	202.5	50.0	90.0	113.4407387	3139.706455	5.040771536	33102272	23.0
E01267N3753E01646N3535-BS-M792_E01491N3670_D010_S112D50R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	14.9182	36.7029					1.0	112.5	50.0	270.0	146.0047975	4781.532657	6.221125089	36701491	152.0
E01470N3877E01631N3641-BS-M732_E01583N3715_D115_S247D30R090_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.8349	37.1526					11.58	247.5	30.0	90.0	70.43855493	2108.290431	1.72963961	37151583	575.0
E01446N4259E02038N3783-BS-M774_E02009N3850_D010_S157D70R090_A003139_S050	E01446N4259E02038N3783	BS	7.7453	20.0938	38.5016					1.0	157.5	70.0	90.0	113.4407387	3139.706455	5.040771536	38502009	310.0
E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S337D10R090_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.8349	37.1526					1.0	337.5	10.0	90.0	204.8885534	12497.91873	4.212581963	37151583	575.0
E01267N3753E01646N3535-BS-M732_E01527N3715_D142_S067D30R090_A001180_S030	E01267N3753E01646N3535	BS	7.3203	15.2708	37.1526					14.23	67.5	30.0	90.0	63.06959406	1180.157677	3.089911384	37151527	1118.0
E01522N3585E03578N2685-BS-M754_E01844N3467_D091_S247D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.4472	34.6794					9.13	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	34671844	42.0
E01470N3877E01631N3641-BS-M707_E01534N3760_D178_S292D30R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.3446	37.6022					17.86	292.5	30.0	90.0	50.1048797	1194.978314	1.302045127	37601534	569.0
E01267N3753E01646N3535-BS-M707_E01530N3737_D115_S247D30R270_A000668_S023	E01267N3753E01646N3535	BS	7.0737	15.3075	37.3774					11.54	247.5	30.0	270.0	44.86313534	668.9129776	2.326036034	37371530	1315.0
E00979N4372E01586N3827-BS-M809_E01517N3827_D010_S157D30R090_A006995_S075	E00979N4372E01586N3827	BS	8.0933	15.172	38.2767					1.0	157.5	30.0	90.0	183.4540459	6995.959622	7.525559016	38271517	19.0
E01267N3753E01646N3535-BS-M809_E01537N3602_D010_S112D30R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.3713	36.0284					1.0	112.5	30.0	90.0	183.4540459	6995.959622	7.525559016	36021537	65.0
E01470N3877E01631N3641-BS-M732_E01579N3692_D010_S067D70R270_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.797	36.9278					1.0	67.5	70.0	270.0	70.43855493	2108.290431	1.72963961	36921579	475.0
E01267N3753E01646N3535-BS-M792_E01564N3602_D010_S292D50R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.6493	36.0284					1.0	292.5	50.0	270.0	146.0047975	4781.532657	6.221125089	36021564	119.0
E01446N4259E02038N3783-BS-M754_E02009N3850_D010_S112D50R090_A001972_S039	E01446N4259E02038N3783	BS	7.5435	20.0938	38.5016					1.0	112.5	50.0	90.0	85.8446545	1972.937179	3.995515346	38502009	310.0
E01267N3753E01646N3535-BS-M792_E01561N3580_D010_S292D30R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.6134	35.8036					1.0	292.5	30.0	90.0	146.0047975	4781.532657	6.221125089	35801561	58.0
E01470N3877E01631N3641-BS-M792_E01579N3692_D010_S112D90R270_A008541_S034	E01470N3877E01631N3641	BS	7.928	15.797	36.9278					1.0	112.5	90.0	270.0	163.0637885	8541.959899	3.482399019	36921579	475.0
E01889N4173E02097N3847-BS-M774_E01991N3895_D010_S292D70R090_A005608_S028	E01889N4173E02097N3847	BS	7.7453	19.9126	38.9512					1.0	292.5	70.0	90.0	126.6949918	5608.922611	2.821672543	38951991	68.0
E01446N4259E02038N3783-BS-M754_E01890N3962_D010_S292D70R090_A001972_S039	E01446N4259E02038N3783	BS	7.5435	18.9087	39.6257					1.0	292.5	70.0	90.0	85.8446545	1972.937179	3.995515346	39621890	62.0
E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S247D70R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.3075	37.3774					14.48	247.5	70.0	90.0	183.4540459	6995.959622	7.525559016	37371530	1315.0
E01522N3585E03578N2685-BS-M774_E01640N3557_D010_S067D30R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	16.4072	35.5788					1.0	67.5	30.0	90.0	113.4407387	3139.706455	5.040771536	35571640	49.0
E01470N3877E01631N3641-BS-M707_E01603N3670_D010_S067D70R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	16.0399	36.7029					1.0	67.5	70.0	90.0	50.1048797	1194.978314	1.302045127	36701603	280.0
E01108N3882E01527N3690-BS-M792_E01481N3782_D010_S337D50R270_A008541_S034	E01108N3882E01527N3690	BS	7.928	14.8128	37.8271					1.0	337.5	50.0	270.0	163.0637885	8541.959899	3.482399019	37821481	98.0
E01267N3753E01646N3535-BS-M754_E01568N3625_D010_S247D70R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.6856	36.2533					1.0	247.5	70.0	270.0	85.8446545	1972.937179	3.995515346	36251568	221.0
E01446N4259E02038N3783-BS-M792_E01899N3872_D010_S112D30R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	18.9947	38.7264					1.0	112.5	30.0	90.0	146.0047975	4781.532657	6.221125089	38721899	86.0
E01267N3753E01646N3535-BS-M774_E01519N3670_D107_S112D70R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.1986	36.7029					10.79	112.5	70.0	90.0	113.4407387	3139.706455	5.040771536	36701519	388.0
E01889N4173E02097N3847-BS-M809_E02038N3850_D010_S157D70R090_A012497_S042	E01889N4173E02097N3847	BS	8.0933	20.3811	38.5016					1.0	157.5	70.0	90.0	204.8885534	12497.91873	4.212581963	38502038	103.0
E01267N3753E01646N3535-BS-M792_E01502N3737_D125_S022D90R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.0245	37.3774					12.58	22.5	90.0	270.0	146.0047975	4781.532657	6.221125089	37371502	919.0
E01889N4173E02097N3847-BS-M809_E02038N3850_D010_S157D50R090_A012497_S042	E01889N4173E02097N3847	BS	8.0933	20.3811	38.5016					1.0	157.5	50.0	90.0	204.8885534	12497.91873	4.212581963	38502038	103.0
E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S337D10R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.3075	37.3774					17.25	337.5	10.0	270.0	85.8446545	1972.937179	3.995515346	37371530	1315.0
E01522N3585E03578N2685-BS-M754_E01817N3467_D010_S067D70R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.1738	34.6794					1.0	67.5	70.0	90.0	85.8446545	1972.937179	3.995515346	34671817	39.0
E01522N3585E03578N2685-BS-M754_E01859N3400_D010_S247D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.5947	34.005					1.0	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	34001859	29.0
E01446N4259E02038N3783-BS-M754_E01846N3895_D091_S112D30R090_A001972_S039	E01446N4259E02038N3783	BS	7.5435	18.4671	38.9512					9.13	112.5	30.0	90.0	85.8446545	1972.937179	3.995515346	38951846	102.0
E01446N4259E02038N3783-BS-M754_E01962N3895_D010_S292D30R090_A001972_S039	E01446N4259E02038N3783	BS	7.5435	19.6235	38.9512					1.0	292.5	30.0	90.0	85.8446545	1972.937179	3.995515346	38951962	94.0
E01522N3585E03578N2685-BS-M754_E01936N3378_D010_S247D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	19.3651	33.7801					1.0	247.5	50.0	90.0	85.8446545	1972.937179	3.995515346	33781936	25.0
E01108N3882E01527N3690-BS-M732_E01506N3760_D115_S202D30R090_A002108_S017	E01108N3882E01527N3690	BS	7.3203	15.0608	37.6022					11.58	202.5	30.0	90.0	70.43855493	2108.290431	1.72963961	37601506	255.0
E01522N3585E03578N2685-BS-M754_E01840N3445_D091_S247D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.4055	34.4546					9.13	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	34451840	38.0
E01889N4173E02097N3847-BS-M809_E02049N3895_D010_S337D30R090_A012497_S042	E01889N4173E02097N3847	BS	8.0933	20.4909	38.9512					1.0	337.5	30.0	90.0	204.8885534	12497.91873	4.212581963	38952049	24.0
E01267N3753E01646N3535-BS-M754_E01592N3602_D091_S292D50R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.9273	36.0284					9.13	292.5	50.0	90.0	85.8446545	1972.937179	3.995515346	36021592	162.0
E01889N4173E02097N3847-BS-M754_E01973N3940_D010_S292D50R090_A003524_S022	E01889N4173E02097N3847	BS	7.5435	19.7302	39.4009					1.0	292.5	50.0	90.0	95.87462075	3524.549863	2.236569515	39401973	44.0
E01267N3753E01646N3535-BS-M774_E01568N3625_D010_S202D70R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.6856	36.2533					1.0	202.5	70.0	90.0	113.4407387	3139.706455	5.040771536	36251568	221.0
E01446N4259E02038N3783-BS-M754_E02009N3850_D010_S067D50R090_A001972_S039	E01446N4259E02038N3783	BS	7.5435	20.0938	38.5016					1.0	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	38502009	310.0
E01446N4259E02038N3783-BS-M809_E01985N3872_D010_S337D10R090_A006995_S075	E01446N4259E02038N3783	BS	8.0933	19.8593	38.7264					1.0	337.5	10.0	90.0	183.4540459	6995.959622	7.525559016	38721985	166.0
E01108N3882E01527N3690-BS-M792_E01484N3805_D010_S112D90R270_A008541_S034	E01108N3882E01527N3690	BS	7.928	14.849	38.0519					1.0	112.5	90.0	270.0	163.0637885	8541.959899	3.482399019	38051484	53.0
E01598N4052E01840N3892-BS-M732_E01798N3940_D010_S112D90R270_A002108_S017	E01598N4052E01840N3892	BS	7.3203	17.9844	39.4009					1.0	112.5	90.0	270.0	70.43855493	2108.290431	1.72963961	39401798	97.0
E01446N4259E02038N3783-BS-M792_E02004N3827_D010_S247D70R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	20.0408	38.2767					1.0	247.5	70.0	90.0	146.0047975	4781.532657	6.221125089	38272004	338.0
E01267N3753E01646N3535-BS-M754_E01616N3580_D010_S247D70R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	16.1679	35.8036					1.0	247.5	70.0	270.0	85.8446545	1972.937179	3.995515346	35801616	127.0
E01267N3753E01646N3535-BS-M774_E01616N3580_D010_S247D70R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	16.1679	35.8036					1.0	247.5	70.0	90.0	113.4407387	3139.706455	5.040771536	35801616	127.0
E01446N4259E02038N3783-BS-M809_E01957N3872_D010_S292D50R090_A006995_S075	E01446N4259E02038N3783	BS	8.0933	19.5711	38.7264					1.0	292.5	50.0	90.0	183.4540459	6995.959622	7.525559016	38721957	98.0
E01522N3585E03578N2685-BS-M754_E01711N3490_D010_S067D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	17.1186	34.9043					1.0	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	34901711	17.0
E01522N3585E03578N2685-BS-M754_E01872N3467_D010_S067D70R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.7206	34.6794					1.0	67.5	70.0	90.0	85.8446545	1972.937179	3.995515346	34671872	48.0
E01267N3753E01646N3535-BS-M809_E01463N3670_D010_S067D30R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	14.6377	36.7029					1.0	67.5	30.0	90.0	183.4540459	6995.959622	7.525559016	36701463	31.0
E01522N3585E03578N2685-BS-M774_E01918N3422_D010_S202D50R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	19.18	34.2298					1.0	202.5	50.0	90.0	113.4407387	3139.706455	5.040771536	34221918	64.0
E01470N3877E01631N3641-BS-M809_E01513N3805_D010_S112D10R090_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.1345	38.0519					1.0	112.5	10.0	90.0	204.8885534	12497.91873	4.212581963	38051513	120.0
E01522N3585E03578N2685-BS-M754_E01857N3535_D010_S202D70R270_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.5751	35.3539					1.0	202.5	70.0	270.0	85.8446545	1972.937179	3.995515346	35351857	70.0
E01470N3877E01631N3641-BS-M707_E01555N3715_D094_S202D10R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.5529	37.1526					9.43	202.5	10.0	90.0	50.1048797	1194.978314	1.302045127	37151555	772.0
E01108N3882E01527N3690-BS-M774_E01506N3760_D010_S337D50R270_A005608_S028	E01108N3882E01527N3690	BS	7.7453	15.0608	37.6022					1.0	337.5	50.0	270.0	126.6949918	5608.922611	2.821672543	37601506	255.0
E01470N3877E01631N3641-BS-M707_E01534N3760_D010_S022D50R270_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.3446	37.6022					1.0	22.5	50.0	270.0	50.1048797	1194.978314	1.302045127	37601534	569.0
E01446N4259E02038N3783-BS-M792_E01822N3917_D125_S292D50R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	18.2264	39.1761					12.58	292.5	50.0	90.0	146.0047975	4781.532657	6.221125089	39171822	100.0
E01267N3753E01646N3535-BS-M680_E01551N3692_D051_S292D50R090_A000357_S016	E01267N3753E01646N3535	BS	6.8012	15.5157	36.9278					5.1	292.5	50.0	90.0	30.79089518	357.1924867	1.699549214	36921551	1188.0
E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S247D10R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.0245	37.3774					1.0	247.5	10.0	270.0	146.0047975	4781.532657	6.221125089	37371502	919.0
E01522N3585E03578N2685-BS-M754_E01719N3535_D010_S247D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	17.1968	35.3539					1.0	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	35351719	57.0
E01522N3585E03578N2685-BS-M774_E01848N3490_D010_S067D50R270_A003139_S050	E01522N3585E03578N2685	BS	7.7453	18.4894	34.9043					1.0	67.5	50.0	270.0	113.4407387	3139.706455	5.040771536	34901848	50.0
E01446N4259E02038N3783-BS-M754_E02009N3850_D010_S112D90R270_A001972_S039	E01446N4259E02038N3783	BS	7.5435	20.0938	38.5016					1.0	112.5	90.0	270.0	85.8446545	1972.937179	3.995515346	38502009	310.0
E01889N4173E02097N3847-BS-M732_E02043N3872_D010_S337D30R090_A002108_S017	E01889N4173E02097N3847	BS	7.3203	20.4357	38.7264					1.0	337.5	30.0	90.0	70.43855493	2108.290431	1.72963961	38722043	77.0
E01522N3585E03578N2685-BS-M754_E01836N3422_D010_S247D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.3642	34.2298					1.0	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	34221836	38.0
E01267N3753E01646N3535-BS-M809_E01505N3580_D010_S157D50R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.059	35.8036					1.0	157.5	50.0	90.0	183.4540459	6995.959622	7.525559016	35801505	15.0
E01522N3585E03578N2685-BS-M754_E02219N3310_D010_S022D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	22.1908	33.1056					1.0	22.5	50.0	90.0	85.8446545	1972.937179	3.995515346	33102219	15.0
E01108N3882E01527N3690-BS-M809_E01506N3760_D010_S112D70R270_A012497_S042	E01108N3882E01527N3690	BS	8.0933	15.0608	37.6022					1.0	112.5	70.0	270.0	204.8885534	12497.91873	4.212581963	37601506	255.0
E01522N3585E03578N2685-BS-M754_E01848N3490_D091_S067D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.4894	34.9043					9.13	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	34901848	50.0
E01522N3585E03578N2685-BS-M774_E01853N3512_D010_S202D30R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	18.532	35.1291					1.0	202.5	30.0	90.0	113.4407387	3139.706455	5.040771536	35121853	59.0
E01470N3877E01631N3641-BS-M732_E01534N3760_D010_S337D30R270_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.3446	37.6022					1.0	337.5	30.0	270.0	70.43855493	2108.290431	1.72963961	37601534	569.0
E01446N4259E02038N3783-BS-M754_E02009N3850_D091_S337D10R090_A001972_S039	E01446N4259E02038N3783	BS	7.5435	20.0938	38.5016					9.13	337.5	10.0	90.0	85.8446545	1972.937179	3.995515346	38502009	310.0
E01267N3753E01646N3535-BS-M792_E01616N3580_D010_S067D30R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	16.1679	35.8036					1.0	67.5	30.0	270.0	146.0047975	4781.532657	6.221125089	35801616	127.0
E01267N3753E01646N3535-BS-M754_E01502N3737_D091_S202D30R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.0245	37.3774					9.13	202.5	30.0	270.0	85.8446545	1972.937179	3.995515346	37371502	919.0
E01889N4173E02097N3847-BS-M754_E01973N3940_D010_S112D90R270_A003524_S022	E01889N4173E02097N3847	BS	7.5435	19.7302	39.4009					1.0	112.5	90.0	270.0	95.87462075	3524.549863	2.236569515	39401973	44.0
E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S337D10R270_A001180_S030	E01267N3753E01646N3535	BS	7.3203	15.3075	37.3774					14.23	337.5	10.0	270.0	63.06959406	1180.157677	3.089911384	37371530	1315.0
E01446N4259E02038N3783-BS-M809_E01875N3895_D010_S337D50R090_A006995_S075	E01446N4259E02038N3783	BS	8.0933	18.7562	38.9512					1.0	337.5	50.0	90.0	183.4540459	6995.959622	7.525559016	38951875	89.0
E01522N3585E03578N2685-BS-M754_E01959N3355_D010_S067D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	19.5922	33.5553					1.0	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	33551959	9.0
E01522N3585E03578N2685-BS-M774_E01719N3535_D010_S247D30R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	17.1968	35.3539					1.0	247.5	30.0	90.0	113.4407387	3139.706455	5.040771536	35351719	57.0
E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S157D70R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.3075	37.3774					14.48	157.5	70.0	270.0	183.4540459	6995.959622	7.525559016	37371530	1315.0
E01470N3877E01631N3641-BS-M732_E01534N3760_D115_S337D30R270_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.3446	37.6022					11.58	337.5	30.0	270.0	70.43855493	2108.290431	1.72963961	37601534	569.0
